id,type,text,stance
16-12,comment1,资本开始引流了 说明一个问题 他们害怕我们辞职 告辞！,favor
16-12-2,comment2,你们都辞职，我就不辞了，辞不起。,against
16-12-3,comment2,总体来说听真实的 我之前也裸辞 今年明显找工作吃力很多 找到了一个 发现公司很多岗位也在合并,against
16-13,comment1,没有存款谁敢,against
16-13-1,comment2,我花了一万多,none
16-13-5,comment2,我敢 后天我就辞职 拿到手2500的工资,favor
16-13-6,comment2,负债照样,favor
16-13-14,comment2,十几万也不敢辞,against
16-13-14-1,comment3,二十几的也不敢,against
16-13-15,comment2,存款十二万，裸辞第三天，有点无聊,favor
16-13-15-1,comment3,和我差不多我是准备熬到周六拿了四月份工资就辞职不知道12万能给我多大的底气裸辞,favor
16-13-15-2,comment3,我三套房无贷款，存款120万都不敢裸辞，家有男娃压力大。他以后结个婚分分钟我就倾家荡产。为了他将来美好的生活，我们还是得努力干呀。,against
16-13-15-2-1,comment4,还好我未婚,none
16-13-16,comment2,我负债的时候辞职的,favor
16-13-17,comment2,裸辞了改成先生每月给我发零花钱 每天养花种草喝咖啡 不要太爽 就是时间久了有点无聊 脑壳反应会变慢 记性变差 准备重出江湖了  解解闷,favor
16-13-19,comment2,没存款爹妈没钱也敢裸辞 大不了找工作辛苦点 也不想在之前受苦,against
16-13-22,comment2,我之前公司倒闭了，然后找那一个多月的工作，后面实在找不到，又在那个我之前嫌弃的里面挑挑拣拣，挑出一两家，然后去面试，结果去上班第二天就让我加班。然后后面加了两个多小时。当时真的好不爽啊，我就转头就走了，下班也没有和那个组长说，,none
16-13-22-1,comment3,然后到家就后悔了，就想着不应该甩脸色的。就想着我都给人家脸色看了，第二天就实在拉不下脸去上班了，就没去了,none
16-13-22-1-1,comment4,然后现在又在找工作，唉。,none
16-13-23,comment2,花呗借呗加起来欠了两万多，我也裸辞,favor
16-13-23-1,comment3,哈哈哈哈，我也是,favor
16-13-23-2,comment3,一样,favor
16-13-24,comment2,真相了,against
16-13-25,comment2,我当时毕业的第一份工作裸辞的,favor
16-13-25-1,comment3,+1刚毕业资阳裸辞，四个月回成都了……,favor
16-13-25-2,comment3,我也是,favor
16-13-26,comment2,存款一万左右照样裸辞。还去玩了。花了三千多,favor
16-13-26-1,comment3,出来工作一年 存款不到一万的我,none
16-13-26-2,comment3,啊哈，你去哪里玩才花三千多啊,none
16-13-26-2-1,comment4,哈哈哈哈。我追星去看乒乓球赛。去了小半个月，除了路费开销比较大。吃住很便宜,none
16-13-28,comment2,我敢,favor
16-13-30,comment2,像我就随便辞，如果公司真的很讨厌我是一分钟呆不下去，不可能等到找到下一个工作再走，和存不存款真没太大关系，和人的容忍度和性格有关系,favor
16-13-30-1,comment3,姐妹一定是富贵家庭出来的女孩子吧,against
16-13-30-1-1,comment4,不是，普通独生女家庭只是裸辞后起码饿不死那种,none
16-13-30-1-1-2,comment5,没贷款我特么也辞,favor
16-13-30-3,comment3,咱两差不多，没钱，但是让我不爽我看着他的脸都难受,favor
16-13-30-4,comment3,姐妹，赞一个。人生在世，及时行乐。,favor
16-13-30-6,comment3,我就是这样，一人吃饱全家不饿的状态，公司实在待不下去了，然后裸辞了，然后裸辞莫名其妙火了,favor
16-13-30-7,comment3,你应该是家境好，或者有自己的存款，但是很大部分的人都做不到，只能把容忍度和性格排在最后,against
16-13-30-8,comment3,如果家里靠不住，房子月供6000，车贷1000，养娃，这些和存款太有关系了，只要老板不杀了我，哪敢裸辞,against
16-13-30-8-1,comment4,所以说白了就是没有车房贷，不要随便生孩子，这样的情况更容易裸辞，和年龄没关系。如果年纪轻轻悲伤百万房贷，那也不敢辞。,against
16-13-30-8-1-1,comment5,正解！,against
16-13-30-8-2,comment4,那确实，有家室有房贷车贷的确实要好好想清楚才行我们这种敢裸辞的，大多都是一人吃饱全家不饿自己一个人，不用考虑那么多,favor
16-13-30-8-3,comment4,公司同期裸辞7个人，都是没结婚没娃的,none
16-13-31,comment2,一年生活费吧，房租水电啥的,none
16-13-32,comment2,爹妈有钱的敢,favor
16-13-32-1,comment3,像我就不能拖拖拉拉的一年多了，也没真正辞职家里有房贷，还有个娃要养,against
16-13-33,comment2,想问下大家裸辞需要多少存款，多少才算存款,none
16-13-33-1,comment3,两万差不多了,none
16-13-33-3,comment3,存款几十万，有房有车无贷款也不敢辞，因为有娃,against
16-13-33-3-1,comment4,这还要分结婚没结婚,none
16-13-33-3-1-1,comment5,是的，我两次辞职都是在确认下家之后才提交的,against
16-13-33-6,comment3,有两万以上就可以吧，大概半年的生活费，我就不信认真找工作会半年都找不到,favor
16-13-33-6-1,comment4,我一个月开销就要一万打底不过这个的确看情况，我属于挥霍浪费型。。。,none
16-13-33-6-2,comment4,那工作几年的社畜两万小意思吧,none
16-13-33-7,comment3,我有个朋友家里也是普通家庭，没啥钱，但是也不需要她补贴，所以她就经常换工作，不舒服就换，攒不下什么钱，也不用问父母给钱，过得很开心,favor
16-13-33-7-1,comment4,我起初出来工作时我父母甚至要补我钱，我赚了钱给他们他们都不要。还要非给我打钱（我真的不需要），我老公父母也是这样，周围也一般都是不需要补贴父母的，不需要补贴给父母的应该普遍现象吧，但是这并不能成为不焦虑的理由，主要还是看个人情况,none
16-13-33-8,comment3,在无车房贷的情况下，身上有5w可以随便辞，一点压力都没,favor
16-13-33-8-1,comment4,没车贷房贷，毕业工作半年攒下几千块裸辞了，在家里过得也挺巴适,favor
16-13-33-9,comment3,我没有存款，老公养着？没房租，没车贷,none
16-13-33-10,comment3,需要10万存款,none
16-13-33-11,comment3,我当时存了1万的时候辞的职，中间半年没收入,none
16-13-33-12,comment3,钱这个东西和你的欲望有关系，我裸辞过两次，当时存款也就两三万,favor
16-13-33-12-1,comment4,跟心态也关系很大吧，不过很多工作一般都是裸辞，不会有公司等你那么久，我目前每份都是裸辞，不管有没有钱,favor
16-13-33-13,comment3,觉得至少得够半年开销，毕竟谁也说不准等想工作时就能立马找到合适的工作，至于具体数目得看个人必要开支了，没家庭没房贷车贷这些大额支出的那个人生活费就够了，有这些大额支出的就没上限了,none
16-13-33-14,comment3,我准备了1w，找一个季度的工作还是可以的，如果半年以上可能要准备1.5w以上，也要根据城市的消费水平吧,none
16-13-33-16,comment3,三五百块钱吧,none
16-13-33-17,comment3,啥都没有才敢裸辞，有房有车有娃压根不敢好吧。就算车子不开了，房贷每月要还，孩子衣食住行尤其是教育这块特别花钱。我巴不得能在现在的单位干到退休。,against
16-13-33-18,comment3,够吃够喝够还贷，足够支撑俩三月吧,none
16-13-33-19,comment3,我个人感觉裸辞起码能付得起未来一年的房租和自己吃喝吧，少说按情况一到2w不等,none
16-13-33-19-1,comment4,一年两万够花吗,none
16-13-33-19-1-1,comment5,按照我现在的房租和吃喝住行来说差不多了,none
16-14,comment1,可是不裸辞我就去不了要半个月的新疆和西藏欸…,favor
16-14-1,comment2,是的 ！我工作半年就存钱，然后出去玩一年，又回来找工作，干半年，又出去玩,favor
16-14-2,comment2,去年裸辞后花了一个多月去了趟新疆西藏，今年又裸辞之后花了半个月去了广州,favor
16-14-2-1,comment3,Wuli大广州值得呆半个月吗,none
16-14-2-1-1,comment4,除了广州，还去了好几个市,none
16-14-3,comment2,已经裸辞，下个月准备出发,favor
16-14-4,comment2,三月十七号正式交接完毕！19号厦门飞到西安开始火车到拉萨。21号到达拉萨，现在正降落西安，晚上飞回厦门的我。 西藏值得！虽然要准备找工作了，但是真离职的话建议是可以出去一趟让自己放松一阵子。工作太压抑了,favor
16-14-4-1,comment3,Hhh我也觉得西藏值得，其实想了好多年了，但疫情前那次裸辞我去了新疆前后半个月，疫情三年不敢裸辞今年年中裸辞就去西藏，我是打算跟车队走滇藏线or跟坐火车到拉萨跟广州徒步组织或当地团,favor
16-14-4-1-1,comment4,下次还有机会的话想去阿里了 直接飞机节省时间 精神状态也好。之前都说的第一次要坐火车，前天司机说最应该坐飞机，到的时候精神还饱满来对抗高原适应快，回去可以坐火车,favor
16-14-4-2,comment3,整个旅程大概花了多少money,none
16-14-4-2-1,comment4,五千多。主要是路费就花了2600左右,none
16-14-4-2-1-1,comment5,西藏的住宿不贵吗,none
16-14-7,comment2,是啊 不裸辞我怎么从新疆到内地玩这么久啊,favor
16-14-8,comment2,没错 疫情前每次出国旅游都是直接辞职之后去的 现在国外又能旅游了…我又想辞职了 憋了三年,favor
16-14-9,comment2,可以请假或者休假,against
16-14-9-2,comment3,我们请假或者休年假一次只能请一天 所有远的地方都去不了,favor
16-14-9-2-1,comment4,还有这样的,none
16-14-9-4,comment3,我们这里更惨，单休，还是调休，请假一天扣二百但是工资到手一个月四千三，主打的就是一个稳定,favor
16-14-9-4-1,comment4,除去杂七杂八的都没多少了,none
16-14-9-6,comment3,一般单位不会允许休那么久除了过年的时候，但是那时候出去玩会比平时贵很多,favor
16-14-9-6-1,comment4,唉，工作了感觉就没有假期了，周末就两天,none
16-14-9-6-1-1,comment5,我的西班牙朋友在当地做的基础体力劳工。每周给我发消息分享生活，每个月和他老婆不是去法国滑雪，就是去森林公园徒步，周末和朋友聚会。工作日下午还无偿给我上圣经课。看着每周给我发的照片就心酸,none
16-14-9-6-1-3,comment5,话说我前两天刚请了几天年假并着清明节和周末去你们广东玩呢广东好吃的很多,none
16-15,comment1,管好你自己,none
16-16,comment1,不辞职哪有那么多假可以面试啊,favor
16-16-2,comment2,线上面呗,none
16-16-4,comment2,对呀，我每次都是裸辞,favor
16-16-5,comment2,对比如财务 你离职要一个月交接 新单位想要立马能去的 你咋找工作？老是请假面试吗也扣钱的啊搞得两边都难,favor
16-16-5-1,comment3,是的！！！没有单位会愿意等你一个月,favor
16-16-6,comment2,对啊 而且也没精力 休那一天两天假只想躺着,favor
16-17,comment1,看评论很震惊，所有人都是为自己而活，羡慕,none
16-17-2,comment2,一人吃饱，全家不饿，能有压力吗,none
16-17-3,comment2,因为参与这个话题的，看起来并不想为以后结婚生孩子打算，考虑这考虑那，想辞就辞了，说的是我自己,favor
16-17-4,comment2,我辞职靠存款然后一直待家里，物欲也不旺盛，也不出门，待了三个月也不知道用了几百块钱我还想待着可是怕别人说，不得已出来工作，不然我能一直待，不工作真的好舒服，一天时间想干嘛干嘛，能做好多自己感兴趣的！下厨，看书，逛逛乡村田园，跟家人聊天，晒太阳嗑瓜子，真快乐真快乐太喜欢了,favor
16-17-5,comment2,我要买房买车，裸辞我才不要,against
16-17-7,comment2,无房贷，无车贷，有存款，两个小孩，30岁，裸辞,favor
16-17-7-1,comment3,没贷已经打败大部分人了,favor
16-17-7-1-1,comment4,是没买房，不是本来就有，没安全感，不想背房贷,none
16-17-8,comment2,父母有退休金加不需要养老，不结婚不生小孩没大额开销，独生子女不缺房子住，不算是为自己而活，主要是欲望低，打打游戏看看视频就满足了，花不了几个钱,none
16-17-10,comment2,微博出来讲话的 只是很小一部分的人 不必震惊,none
16-17-11,comment2,我没有房贷车贷没结婚不用养娃父母在上班以后也有养老保险，没压力，每次都是裸辞,favor
16-17-14,comment2,我刚毕业那会也敢裸辞，一人吃饱全家不饿,favor
16-17-16,comment2,因为基本都是咱00后,none
16-17-19,comment2,我上次裸辞玩了半个月就很焦躁，家里不算有钱，凡事都得靠自己的人没资格裸辞,against
16-17-24,comment2,为自己活就够了啊不想干就辞，工作找不到满意的也不将就，有愿意做的事自然会努力做，也没什么好操心的事,favor
16-17-25,comment2,你有娃养吗,none
16-17-26,comment2,感觉大家好像裸辞都没啥压力……?,against
16-17-26-4,comment3,裸辞只是没有找好下家  但是至少存款是有的吧 应该没什么人月光吧,favor
16-17-27,comment2,除了自己之外，就没有啥责任扛在身上吗？,none
16-17-27-5,comment3,比如呢？,none
16-18,comment1,我不裸辞我都没办法督促自己去找工作，裸辞怎么了,favor
16-18-1,comment2,我也是，在职完全没心思面试,favor
16-18-2,comment2,我马上就要裸辞了，出去旅游一段时间在工作,favor
16-18-3,comment2,哈哈哈哈哈+1,favor
16-18-4,comment2,不离职怎么有时间面试,favor
16-18-4-1,comment3,说的太对了,favor
16-18-5,comment2,不裸辞哪有时间找工作虽然我没找,favor
16-18-6,comment2,我也是，不辞职都不想动,favor
16-18-7,comment2,哈哈哈哈 ，+1，我也是总觉得得辞掉放弃掉才有动力去找以为就我！,favor
17,background,用不着裸辞，等你人到中年，被公司优化，还没攒下钱来，你就是在裸泳，还看不到岸边。个人选择而已，谈不上幼不幼稚，权衡利弊就行。只有盲目冲动，才是真的幼稚，该忍就忍，没什么大不了。 不建议裸辞，开始确实爽，但在家呆上半年，心里可能会慌。如果确定要走，那就先找下家，有了托底的，跟老板硬 ​​​,against
17-2,comment1,哈哈哈，裸泳，真的说的太好了,against
17-4,comment1,我想问问这位大侠，前公司没黑没白三班倒，加班，后半夜还要oncall，白天上班两不误。没有足够的睡眠，这样的工作你会一直忍吗？,favor
17-4-4,comment2,这种要是我的话直接辞，这种工作就像是24小时无间断工作的机器人但我不是机器人，也没必要因为工作把身体搞垮,favor
17-7,comment1,最近怎么总有这种话题热搜，是韭菜最近长得慢吗？,none
17-8,comment1,也许只有苦逼的中年人才懂得不敢停下的感觉,against
17-9,comment1,笨蛋才裸辞。,against
17-9-1,comment2,我就是笨蛋裸辞了巨后悔,against
17-9-1-1,comment3,凡事得做几手准备,against
17-9-1-2,comment3,要做两手准备,against
17-10,comment1,30+的焦虑就是怕被优化。上有老下有小的阶段，不敢休息不敢提享受。80后苦逼，坚强，无奈的一代人。,against
17-11,comment1,中年人，上有老下有小，自己身体还不好，哪里敢裸辞，毕竟怎么都可以省，孩子方面省不了，还指望医保去医院定期复查呢,against
17-13,comment1,说得好好,against
17-16,comment1,马上裸辞一个月了,favor
17-19,comment1,給你點了,against
17-20,comment1,说的真好啊,against
18,background,#裸辞真的是很幼稚的行为吗# 不是，工作而已，想做就做不想做就不做了呗 为什么现在总把辞职说的那么严重，好像辞职人生就走到尽头一样 ​​​,favor
18-1,comment1,同意！工作而已，想辞就辞，现在总是有这种热搜来制造焦虑，真烦,favor
18-1-1,comment2,想走日本老路，搞工龄制，使大家稳定的做一个螺丝钉，把工作看的比命重要，一辞职或被炒就跳轨那种。可惜G情不同，是搞不起来的，只能洗脑,none
18-1-2,comment2,这两天一直这种热搜,none
18-1-3,comment2,别个是说不要裸辞，并没有说不辞。,against
18-1-4,comment2,我要是工作一两年我还可以裸辞说走就走，但我已经在里面工作五六年了，不敢走，而且还没存到钱，走就亏本了,against
18-1-5,comment2,就是啊，她焦虑不代表别人也焦虑，在这叭叭什么,favor
18-1-7,comment2,什么时候工作变得不那么重要的时候，才是人类发展的新高度,none
18-1-8,comment2,我发现！工作真的就是“而已”！干它也不发财，不干它也不会饿死，除非是那种很高薪的工作，丢了可惜！但是！！能有高薪工作的人，ta本身就是人才，下一份工作一样不会差的。所以真的就别把工作当成生命中的头等大事，别焦虑得失眠了！！,favor
18-1-8-1,comment3,非常对！就是这个意思！,favor
18-1-10,comment2,就是,favor
18-1-11,comment2,国人真的活的很焦虑，各种judge各种内卷，把人设死在社会的条条框框里，没人规定所有人只能活成一种样子，为什么中国人一定要活的那么累呢？,none
18-1-13,comment2,人无远虑 必有近忧,none
18-1-13-1,comment3,给你讲个故事，我之前大厂上班工资可以，但是我每天加班到半夜甚至第二天早上才下班，那段时间我精神状况特别不好不爱说话不爱社交，而且因为上火焦虑耳朵发炎长了一个纤维瘤想请假去手术都没时间，然后我离职了，我去手术去旅游去和朋友聚会那时候我就明白人生呀一定要随心所欲的去过跟着自己的心走,favor
18-1-15,comment2,这些裸辞是不负债的情况吧，年轻人不负债还行，中年房贷负债累累，再没有多余的积蓄，裸辞是不太可能,against
18-1-16,comment2,同意,favor
18-1-17,comment2,是的，资本带节奏呢,favor
18-1-18,comment2,同意，继续留在原来公司猝死的可能都有，还留着过年吗,favor
18-1-19,comment2,就是 制造焦虑,favor
18-1-20,comment2,说的太对了,favor
18-1-21,comment2,那是你的工作不够好，好工作你看辞职的多吗？,against
18-1-21-1,comment3,这么说吧，我每一份工作在亲朋好友眼中都是好工作，但我都辞了，因为在我眼里不是好工作，仅此而已，你所谓的好工作到底是别人眼里的还是自己眼里的,favor
18-1-22,comment2,真的在制造焦虑呀，我就抱着工作难找的心态浑浑噩噩在这个狗公司待了四年，期间各种不平等的条约我都忍着，感觉都憋出毛病了。 已经提交离职报告，突然发现离职也不是那么可怕，以后肯定会更好的,favor
18-1-22-1,comment3,对啊，咱又不是这个工作辞了这辈子不上班了，只是短暂的休息，在生命面前什么都是浮云，身体最重要，不要精神内耗，说不定你辞了放松一段时间之后就找到更好的工作了，我一直相信用最好的精神状态才会得到更好的工作机会！,favor
18-1-24,comment2,很简单，以前经济好，辞职后，想什么时候找工作基本都能找到。现在离职后，想找份工作可太难了。还不如在企业继续混，等辞退，等补偿。,none
18-1-25,comment2,你是有存款当然这样说。没存款，过了这月没下月，家里没接济，你试试？你们这种发言，完全是错误引导刚入职场的新人。,against
18-1-26,comment2,就是，我就裸辞，回村子，感觉很幸福，不失眠，不生气，不掉头发,favor
18-1-26-2,comment3,对啊，我不知道别的地方，反正现在二线以上城市，房价高的离谱，靠打工这辈子买不上房子只能算是勉强够花而已，那在这种情况下，如果工作工资不高又不开心精神内耗，把身体搞坏了，那就是又没钱身体又不好，何苦呢，人生只有一次，按照自己的心走就好了，不要在意别人说什么，回村多好呀自由自在,favor
18-1-26-2-1,comment4,对啊，我家里有五套房子，卖了一套。独生女，目前有点积蓄。去年疫情最严重时候辞的，上一份工作，我觉得要是不辞，会要我命，上了9年班，上的甲状腺结节，子宫肌瘤，天天生病发烧。现在好了，没那么大压力，也没生病了。没房贷，没车贷。,favor
18-1-26-2-1-1,comment5,对啊，自己的人生不就应该随心所欲的过嘛，不要给自己那么大压力，有多大能力就享受什么样的生活，你这样多好呀，羡慕的留下了嫉妒的眼泪,favor
18-1-26-2-2,comment4,可不，村子离小镇很近，夏天在村子，冬天也一样住楼房，老点的房子5万就能买两室一厅，简单生活很快乐,favor
18-1-27,comment2,支持，感觉是杀栾资本家开始带节奏了，害怕员工反抗了,favor
18-1-28,comment2,同意，真的是！,favor
18-2,comment1,对啊，不想工作了，辞职休息够了再找也没问题啊。又不是一天不工作就是大错特错。,favor
18-2-1,comment2,怕就怕一天变一年 找不到工作 疫情导致经济越来越下滑 岗位越来越少 应届生越来越多……总之，就是很难，大公司裁员，海外两个大银行倒闭，全球金融危机不远了……古人说居安思危，裸辞不仅没思危，而是完全抛弃了安，当然，如果你工作不是为了挣钱是为了体验生活，当我没说,against
18-2-1-1,comment3,哎，上久了，上得心累，真的想辞职缓口气。,favor
18-2-4,comment2,是呀，我感觉有些人总是辞了就找不到工作一样，半年一年找不到这是个人问题吧,favor
18-2-5,comment2,可是社保医保都会断诶，而且下家会问你为什么中间空窗这么久没有工作，如果没有一个比较好的解释，可能emmm。但是如果个人能力很强就另当别论了。,against
18-2-6,comment2,年轻的时候可以，没有生活压力。中年就不行了，时间久了会焦虑,against
18-2-6-1,comment3,所以趁年轻的时候，再放任一下吧。,favor
18-2-7,comment2,嘿嘿，我就是这样说服我妈的。不上班两个月会死么，影响很大么？,favor
18-2-7-1,comment3,是的，休息够了，心情好了，就会身体好！再上班也不迟！,favor
18-2-8,comment2,中国人传统观念里就不太允许有gap year,against
18-2-8-1,comment3,我们的gap year也要考个证什么的,none
18-2-9,comment2,去做小时工呗，没事赚点饭钱，灵活性也大。找到就上班～,favor
18-2-9-1,comment3,小时工一般有哪种？,none
18-2-10,comment2,因为36岁以上工作不好找了，年轻时谁不潇洒呀,against
18-2-11,comment2,你以为工作很容易找到嘛,against
18-2-12,comment2,会断保险，很麻烦的,against
18-2-12-1,comment3,还好吧，社保现在都是算累计年限，断缴没有太大关系关系，就是医保断了会不能报销，但是大多数人裸辞也就是几个月而已，几个月内生大病的可能比较小吧，找到工作再续缴就可以了。唯一比较麻烦的就是如果背了房贷的话，不能断公积金,favor
18-2-12-2,comment3,断了可以续，没啥,favor
18-2-12-3,comment3,灵活就业继续交呗，满一年再离职的有失业补助款，开除的有失业保险金,favor
18-2-12-4,comment3,断了就断了，又不是你的命就断了,favor
18-2-12-4-1,comment4,说的真实在啊,favor
18-2-12-5,comment3,可以自己交啊,favor
18-2-12-6,comment3,很多城市开通了线上自助缴纳五险一金的业务，现在很方便了。,favor
18-2-12-7,comment3,可以灵活就业，也可以领失业金，一点也不麻烦，我已经裸辞半年多了，中间住了一次院，医保正常使用没任何问题,favor
18-2-12-7-1,comment4,咋样医保不断啊,none
18-2-12-7-1-1,comment5,灵活就业自己缴纳，领失业金社保局帮你缴纳，这两种都可以不断医保啊,none
18-2-12-8,comment3,主要还是不容易找下家。断保险还是后话呢。,against
18-2-12-9,comment3,断就断啊，也不伊一定能活领保险啊，,favor
18-2-12-10,comment3,可以自己缴纳,favor
18-2-12-11,comment3,断就断呗！不就是怕医保断了吗？只要保持自己身体健康怕啥。断两三个月又没事。,favor
18-2-12-12,comment3,灵活就业啊 不麻烦,favor
18-2-12-12-1,comment4,现在有新名词“摩擦性就业”,none
18-3,comment1,工作而已没必要把命搭上,favor
18-3-1,comment2,这评论也有人杠  也是醉了,none
18-3-3,comment2,身心健康最重要了,favor
18-3-4,comment2,笑死，也算工伤,none
18-3-5,comment2,你意思工作就会把命丢掉，笑死,against
18-3-5-5,comment3,真的有可能，我同学就是之前设计院工作天天通宵加班，后来中风了，还好抢救回来了，但是现在偏瘫，单位也没管他，劳动合同到期就解除了,favor
18-3-5-5-2,comment4,什么设计啊,none
18-3-5-5-2-1,comment5,做轨道交通设计的,none
18-3-5-7,comment3,正常的工作不会，那又累又不给休息又加班钱又少的工作就没必要了，又不是失业了就死了凭什么搭上命去工作咧？,favor
18-4,comment1,如果没有任何压力，我觉得无所谓，如果你需要靠工作养活自己，难道直接辞职不幼稚吗,against
18-4-1,comment2,这个评论下好像每个人都挺有钱的样子,none
18-4-3,comment2,需要靠这份工作养活自己的应该不会裸辞吧，不需要这份工作养活自己的随便咋样,none
18-4-6,comment2,真需要工作，需要那份工资的干嘛要裸辞。,against
18-4-6-1,comment3,很多原因呀，比如太受气了，比如公司绩效不好快不行了，再比如自己以为很好找工作,none
18-4-6-1-1,comment4,那这种人基本会找好下家再辞职 裸辞的大部分都是想休息一段时间的,none
18-5,comment1,工作而已，没必要搭上自己的生活,favor
18-6,comment1,是呀 好像辞职是犯了很大的罪样,favor
18-6-2,comment2,我也是裸辞，刚看到这个热搜直接心里咯噔一下,favor
18-7,comment1,就是,favor
18-7-2,comment2,就是,favor
18-7-5,comment2,抽个耳机，爱你,none
18-8,comment1,就是因为你这种想法，放纵自己最后发现自己一事无成,against
18-8-4,comment2,确实，不过是有人替他负重前行罢了,against
18-9,comment1,我辞职都是裸辞，上班期间根本不好请假面试找工作,favor
18-9-1,comment2,有副业裸辞也比较爽 副业不会那么忙，经济也压力，边休息边找,favor
18-9-2,comment2,同意，我也是因为腾不出时间，决定裸辞,favor
18-10,comment1,你猜我为什么要辞职，真在乎那点钱就不会辞职了,favor
18-11,comment1,同意，感觉在被资本pua，要普通人毫无怨言、劳死累活地做，工资又不见得多，只要辞职就对不起公司对不起家里,favor
18-11-2,comment2,对啊好搞笑谁tm随随便便就裸辞啊混口饭吃而已就算辞掉又怎样难道不是怎么开心怎么来嘛,favor
18-12,comment1,不辞职会被逼疯然后抑郁致死，辞职会睡桥洞冻死——我应该会选择后者，起码死的时候，是个流浪汉，而不是奴才,favor
18-13,comment1,同意，命重要还是工作重要,favor
18-14,comment1,可是上班如上坟  多上一天班少活一天 一个人干好几份活 工资不高 还不按时发  不是说最后能挣多少钱  总不能为了工作把自己心态再调崩了吧,favor
18-16,comment1,什么鬼热搜这和幼稚不幼稚没有半毛钱关系。上班而已，时间和金钱总要占一方面的优势吧，不然这班上来干屁啊？辞个职还要被PUA嘛还有，开心也很重要,favor
18-17,comment1,就是啊,favor
18-18,comment1,小董事只要不发楼就能火,none
18-19,comment1,你火，苟富贵莫相忘,none
19,background,#裸辞真的是很幼稚的行为吗# 本周五，是我的最后一个工作日。 裸辞，完全是深思熟虑的选择。 工作了快十八年， 早就过了冲动的年纪。 很多人说， 打工的尽头是体制内，是编制。 而我觉得， 打工的尽头，是为自己工作。 人这辈子，说长不长， 钱是赚不完的，一直打工， 不如出来试试，被社会毒打一 ​​​,favor
19-1,comment1,体制内摸鱼同时发展自己第二职业也不耽误给自己干,against
19-1-1,comment2,体制内真好，可惜位置少。,none
19-1-2,comment2,反手给你举报哈哈哈哈哈。 开个玩笑，别生气哈，你生气就是我的不对。,none
19-2,comment1,我和你一样的年纪。我在工作10年后选择裸辞，开始旅行，人生的眼界以及三观发生了变化。2年后重新工作，直到现在。很感谢那时候的自己，选择了裸辞开启全新的生活。,favor
19-3,comment1,缘分啊，本周五31号最后一个打工给别人工作的工作日。辞掉高薪的的工作，结束稳定的生活很艰难。但是还是决定4月1日正式开始为自己工作。想了很久，下定决心，做好人做好事，成不成看天，做不做看人。一起加油！希望我们都能走向自己的山顶。,favor
19-3-1,comment2,事在人为，就没在怕的，一起加油！,favor
19-9,comment1,我辞职之前怕说错话影响公司就很少发东西，辞职之后快乐的不想发了哈哈,favor
19-9-1,comment2,继续快乐下去！,favor
19-10,comment1,信哥开启创业计划,none
19-10-1,comment2,开启吃软饭之旅。,none
19-14,comment1,我也是裸辞了,favor
19-14-1,comment2,事在，人为。,favor
19-14-1-1,comment3,是的！我在银行10年了。觉得不想再被卷下去了,favor
19-16,comment1,说明信哥有发财门路，快，带上我,none
19-16-1,comment2,钱就在那里，靠本事去赚。,none
19-16-1-1,comment3,但愿我以后有钞能力,none
19-16-1-1-1,comment4,好的蝙蝠侠哥哥。,none
19-17,comment1,我本周五也是最后一天,favor
19-17-1,comment2,这周五是个好日子。,favor
20,background,#裸辞真的是很幼稚的行为吗# 这么说吧，如果真下决心要裸辞，就挑个好日子递辞呈，利于找个好下家。 脑热裸辞的时机往往是不利的月份或流日，看过很多身边的例子了。 ​​​,none
20-1,comment1,怎么挑日子？,none
20-1-1,comment2,我23年2月27辞的 是因为找好下家了才辞 刚刚看了下是黄道吉日,favor
20-1-2,comment2,胖东来都是周二休息,none
20-1-6,comment2,不要情绪冲动裸辞，想好裸辞后，找自己的喜用日,none
20-1-7,comment2,实在搞不懂自己喜用，就看黄历避开冲自己属相的日子，或者避开星期二,none
20-1-7-1,comment3,想问问是给离职信哪天不要星期二吗？还是最后一天上班不要星期二,none
20-1-7-3,comment3,为什么要避开星期二呢,none
20-1-7-3-1,comment4,星期二火星值日，称火曜日，主冲突,none
20-1-7-3-1-1,comment5,依稀记得日语里就周二就是这个火耀日 还有水耀日 之类,none
20-1-7-3-1-2,comment5,如果八字喜火呢，是不是可以礼拜二啊,none
20-1-7-3-1-4,comment5,火生土，可以理解为对土人士有利吗,none
20-1-7-3-1-5,comment5,哦哦 原来如此,none
20-1-7-4,comment3,星期二不好吗？,none
20-1-7-5,comment3,明白，谢谢天乙老师,none
20-2,comment1,不绝对，我不但裸辞，还裸辞转行，我到今天依旧觉得我当初转行是最对的决定,favor
20-2-1,comment2,你就这样想，一个不死不活没发展的工作，耗在那里干嘛，浪费青春浪费时间，有啥可惜的呢。 下一个更好,favor
20-3,comment1,怎么知道这个工作该不该换我怀疑自己纯属不喜欢打工,none
20-4,comment1,先生。怎么有人说闰月不让清明节给亲人送纸钱烧。咋办呀,none
20-6,comment1,可以推荐日子吗,none
20-7,comment1,太赞了，正想五一之后辞职呢,favor
20-8,comment1,那是不是周二也不适合做什么重要决定,none
20-12,comment1,干不开心了还没有上升空间就裸辞,favor
20-16,comment1,干啥事先查一下日子？,none
